date,temp1,temp2,temp3
16/07/2018 10:00,6.2,5.5,5.4
16/07/2018 11:00,6.2,5.3,5.2
16/07/2018 12:00,6.2,5.5,5.3
16/07/2018 13:00,6.2,5.4,5.4
16/07/2018 14:00,6.3,5.5,5.3
16/07/2018 15:00,6.2,5.4,5.3
16/07/2018 16:00,6.2,5.2,5.1
16/07/2018 17:00,6.2,5.4,5.1
16/07/2018 18:00,6.3,5.4,5.1
16/07/2018 19:00,6.2,5.2,5.1
16/07/2018 20:00,6.2,5.5,5.4
16/07/2018 21:00,6.2,5.4,5.3
16/07/2018 22:00,6.2,5.4,5.2
16/07/2018 23:00,6.2,5.5,5.4
17/07/2018 00:00,6.2,5.5,5.3
17/07/2018 01:00,6.2,5.3,5.2
17/07/2018 02:00,6.2,5.4,5.4
17/07/2018 03:00,6.2,5.5,5.4
17/07/2018 04:00,6.2,5.4,5.2
17/07/2018 05:00,6.2,5.4,5.3
17/07/2018 06:00,6.2,5.4,5.1
17/07/2018 07:00,6.2,5.4,5.1
17/07/2018 08:00,6.2,5.5,5.3
17/07/2018 09:00,6.2,5.4,5.2
17/07/2018 10:00,6.2,5.5,5.4
17/07/2018 11:00,6.3,5.5,5.4
17/07/2018 12:00,6.2,5.2,5.2
17/07/2018 13:00,6.3,5.4,5.2
17/07/2018 14:00,6.2,5.2,5
17/07/2018 15:00,6.2,5.5,5.4
17/07/2018 16:00,6.2,5.4,5.3
17/07/2018 17:00,6.2,5.2,5.2
17/07/2018 18:00,6.2,5.4,5.4
17/07/2018 19:00,6.3,5.5,5.4
17/07/2018 20:00,6.2,5.2,5.2
17/07/2018 21:00,6.3,5.5,5.4
17/07/2018 22:00,6.2,5.4,5.4
17/07/2018 23:00,6.2,5.5,5.4
18/07/2018 00:00,6.2,5.2,5.1
18/07/2018 01:00,6.2,5.3,5.3
18/07/2018 02:00,6.2,5.5,5.4
18/07/2018 03:00,6.2,5.3,5.3
18/07/2018 04:00,6.2,5.5,5.4
18/07/2018 05:00,6.2,5.5,5.4
18/07/2018 06:00,6.2,5.5,5.4
18/07/2018 07:00,6.2,5.3,5.2
18/07/2018 08:00,6.2,5.5,5.4
18/07/2018 09:00,6,5.2,5
18/07/2018 10:00,6.2,5.4,5.4
18/07/2018 11:00,6.2,5.5,5.4
18/07/2018 12:00,6.3,5.4,5.4
18/07/2018 13:00,6.2,5.2,5.1
18/07/2018 14:00,6.3,5.3,5.2
18/07/2018 15:00,6.2,5.2,5.1
18/07/2018 16:00,6.2,5.4,5.2
18/07/2018 17:00,6.2,5.5,5.3
18/07/2018 18:00,6.2,5.2,5.1
18/07/2018 19:00,6.2,5.4,5.2
18/07/2018 20:00,6.2,5.4,5.2
18/07/2018 21:00,6.2,5.5,5.2
18/07/2018 22:00,6.2,5.3,5.1
18/07/2018 23:00,6.2,5.4,5.3
19/07/2018 00:00,6.2,5.5,5.3
19/07/2018 01:00,6.1,5.4,5.2
19/07/2018 02:00,6.2,5.5,5.2
19/07/2018 03:00,6.2,5.4,5.2
19/07/2018 04:00,6.2,5.4,5.2
19/07/2018 05:00,6.1,5.5,5.2
19/07/2018 06:00,6.2,5.5,5.4
19/07/2018 07:00,6.2,5.4,5.3
19/07/2018 08:00,6.2,5.4,5.2
19/07/2018 09:00,6.2,5.4,5.4
19/07/2018 10:00,6.2,5.4,5.3
19/07/2018 11:00,6.2,5.4,5.2
19/07/2018 12:00,6.2,5.5,5.4
19/07/2018 13:00,6.2,5.5,5.4
19/07/2018 14:00,6.3,5.4,5.3
19/07/2018 15:00,6.3,5.5,5.2
19/07/2018 16:00,6.2,5.4,5.4
19/07/2018 17:00,6.3,5.4,5.4
19/07/2018 18:00,6.2,5.4,5.3
19/07/2018 19:00,6.2,5.4,5.1
19/07/2018 20:00,6.3,5.5,5.4
19/07/2018 21:00,6.2,5.3,5.3
19/07/2018 22:00,6.2,5.4,5.3
19/07/2018 23:00,6.2,5.4,5.3
20/07/2018 00:00,6.2,5.3,5.3
20/07/2018 01:00,6.3,5.5,5.2
20/07/2018 02:00,6.3,5.4,5.2
20/07/2018 03:00,6.2,5.4,5.2
20/07/2018 04:00,6.3,5.5,5.3
20/07/2018 05:00,6.2,5.4,5.4
20/07/2018 06:00,6.2,5.4,5.3
20/07/2018 07:00,6.3,5.4,5.4
20/07/2018 08:00,6.3,5.4,5.4
20/07/2018 09:00,6.3,5.5,5.3
20/07/2018 10:00,6.3,5.5,5.4
20/07/2018 11:00,6.3,5.2,5.1
20/07/2018 12:00,6.4,5.4,5.3
20/07/2018 13:00,6.3,5.2,5.4
20/07/2018 14:00,6.2,5.4,5.3
20/07/2018 15:00,6.3,5.4,5.4
20/07/2018 16:00,6,5.3,5.3
20/07/2018 17:00,6.2,5.4,5.4
20/07/2018 18:00,6.2,5.2,5.2
20/07/2018 19:00,6.2,5.3,5.3
20/07/2018 20:00,6.2,5.4,5.4
20/07/2018 21:00,6.2,5.3,5.3
20/07/2018 22:00,6.2,5.4,5.4
20/07/2018 23:00,6.2,5.6,5.4
21/07/2018 00:00,6.2,5.5,5.3
21/07/2018 01:00,6.2,5.4,5.3
21/07/2018 02:00,6.2,5.4,5.4
21/07/2018 03:00,6.2,5.5,5.4
21/07/2018 04:00,6.2,5.5,5.4
21/07/2018 05:00,6.2,5.5,5.3
21/07/2018 06:00,6.2,5.3,5.3
21/07/2018 07:00,6.2,5.3,5.2
21/07/2018 08:00,6.2,5.3,5.2
21/07/2018 09:00,6.3,5.4,5.3
21/07/2018 10:00,6.2,5.5,5.3
21/07/2018 11:00,6.2,5.3,5.2
21/07/2018 12:00,6.2,5.4,5.4
21/07/2018 13:00,6.2,5.3,5.2
21/07/2018 14:00,6.2,5.5,5.3
21/07/2018 15:00,6.2,5.5,5.4
21/07/2018 16:00,6.2,5.5,5.4
21/07/2018 17:00,6.2,5.5,5.4
21/07/2018 18:00,6.2,5.5,5.4
21/07/2018 19:00,6.2,5.5,5.3
21/07/2018 20:00,6.2,5.5,5.4
21/07/2018 21:00,6.2,5.5,5.3
21/07/2018 22:00,6.2,5.5,5.4
21/07/2018 23:00,6.2,5.4,5.3
22/07/2018 00:00,6.2,5.5,5.3
22/07/2018 01:00,6.2,5.5,5.4
22/07/2018 02:00,6.2,5.5,5.4
22/07/2018 03:00,6.2,5.3,5.2
22/07/2018 04:00,6.2,5.5,5.3
22/07/2018 05:00,6.2,5.4,5.3
22/07/2018 06:00,6.2,5.4,5.3
22/07/2018 07:00,6.2,5.2,5.1
22/07/2018 08:00,6.2,5.4,5.3
22/07/2018 09:00,6.2,5.4,5.3
22/07/2018 10:00,6.2,5.5,5.3
22/07/2018 11:00,6.2,5.5,5.3
22/07/2018 12:00,6.2,5.4,5.3
22/07/2018 13:00,6.2,5.5,5.4
22/07/2018 14:00,6.2,5.5,5.4
22/07/2018 15:00,6.2,5.4,5.3
22/07/2018 16:00,6.2,5.4,5.3
22/07/2018 17:00,6.2,5.3,5.1
22/07/2018 18:00,6.2,5.5,5.4
22/07/2018 19:00,6.2,5.4,5.2
22/07/2018 20:00,6.2,5.5,5.4
22/07/2018 21:00,6.2,5.6,5.4
22/07/2018 22:00,6.2,5.4,5.3
22/07/2018 23:00,6.2,5.5,5.2
23/07/2018 00:00,6.2,5.5,5.3
23/07/2018 01:00,6.3,5.5,5.4
23/07/2018 02:00,6.2,5.5,5.4
23/07/2018 03:00,6.2,5.4,5.3
23/07/2018 04:00,6.2,5.5,5.3
23/07/2018 05:00,6.2,5.5,5.3
23/07/2018 06:00,6.2,5.4,5.1
23/07/2018 07:00,6.2,5.4,5.3
23/07/2018 08:00,6.2,5.2,5.1
23/07/2018 09:00,6.3,5.5,5.4
23/07/2018 10:00,6.3,5.6,5.4
23/07/2018 11:00,6.2,5.2,5.1
23/07/2018 12:00,6.3,5.5,5.4
23/07/2018 13:00,6.2,5.5,5.4
23/07/2018 14:00,6.2,5.4,5.1
23/07/2018 15:00,6.2,5.5,5.3
23/07/2018 16:00,6.3,5.4,5.2
23/07/2018 17:00,6.3,5.5,5.2
23/07/2018 18:00,6.3,5.5,5.3
23/07/2018 19:00,6.3,5.4,5.3
23/07/2018 20:00,6.3,5.6,5.4
23/07/2018 21:00,6.2,5.6,5.4
23/07/2018 22:00,6.3,5.6,5.4
23/07/2018 23:00,6.3,5.5,5.3
24/07/2018 00:00,6.2,5.5,5.4
24/07/2018 01:00,6.3,5.6,5.3
24/07/2018 02:00,6.2,5.5,5.3
24/07/2018 03:00,6.2,5.4,5.4
24/07/2018 04:00,6.3,5.6,5.4
24/07/2018 05:00,6.3,5.5,5.2
24/07/2018 06:00,6.2,5.4,5.1
24/07/2018 07:00,6.3,5.4,5.3
24/07/2018 08:00,6.2,5.3,5.3
24/07/2018 09:00,6.2,5.4,5.3
24/07/2018 10:00,6.2,5.5,5.4
24/07/2018 11:00,6.2,5.3,5.3
24/07/2018 12:00,6.3,5.3,5.3
24/07/2018 13:00,6.2,5.3,5.2
24/07/2018 14:00,6.2,5.5,5.4
24/07/2018 15:00,6.1,5.2,5.3
24/07/2018 16:00,6.2,5.4,5.4
24/07/2018 17:00,6.2,5.5,5.4
24/07/2018 18:00,6.3,5.2,5.3
24/07/2018 19:00,6.2,5.5,5.4
24/07/2018 20:00,6.2,5.5,5.4
24/07/2018 21:00,6.2,5.4,5.4
24/07/2018 22:00,6.2,5.4,5.4
24/07/2018 23:00,6.2,5.1,5.1
25/07/2018 00:00,6.2,5.4,5.3
25/07/2018 01:00,6.2,5.6,5.4
25/07/2018 02:00,6.2,5.4,5.3
25/07/2018 03:00,6.2,5.4,5.4
25/07/2018 04:00,6.2,5.5,5.3
25/07/2018 05:00,6.2,5.3,5.4
25/07/2018 06:00,6.1,5.2,5.2
25/07/2018 07:00,6.2,5.5,5.4
25/07/2018 08:00,6.2,5.2,5.1
25/07/2018 09:00,6.2,5.4,5.4
25/07/2018 10:00,6.2,5.3,5.3
25/07/2018 11:00,6.2,5.5,5.4
25/07/2018 12:00,5.9,5.4,5.5
25/07/2018 13:00,6.2,5.3,5.3
25/07/2018 14:00,6.2,5.5,5.4
25/07/2018 15:00,6.2,5.4,5.4
25/07/2018 16:00,6.2,5.5,5.4
25/07/2018 17:00,6.3,5.3,5.3
25/07/2018 18:00,6.2,5.5,5.4
25/07/2018 19:00,6.2,5.4,5.3
25/07/2018 20:00,6.2,5.4,5.4
25/07/2018 21:00,6.2,5.5,5.4
25/07/2018 22:00,6.2,5.5,5.5
25/07/2018 23:00,6.3,5.5,5.4
26/07/2018 00:00,6.2,5.5,5.4
26/07/2018 01:00,6.2,5.5,5.4
26/07/2018 02:00,6.2,5.5,5.4
26/07/2018 03:00,6.3,5.4,5.4
26/07/2018 04:00,6.2,5.4,5.3
26/07/2018 05:00,6.3,5.5,5.4
26/07/2018 06:00,6.2,5.4,5.3
26/07/2018 07:00,6.2,5.5,5.5
26/07/2018 08:00,6.2,5.3,5.3
26/07/2018 09:00,6.4,5.4,5.4
26/07/2018 10:00,6.2,5.2,5.3
